customer_id,signup_date,acquisition_channel,region,email_opt_in,acquisition_cost,last_order_date,frequency,monetary,gross_margin,avg_order_value,return_rate,future_orders,future_revenue,recency_days,tenure_days,margin_rate,churned_6m,r_score,f_score,m_score,rfm_segment,churn_probability,sample,annual_margin_run_rate,projected_12m_margin,margin_at_risk,clv_to_cac,recommended_action
C000015,2023-11-18,referral,north,1,16.1,2024-12-31,3,128.73,61.21,42.91,0.0,1.0,17.69,181,590,0.4754913384603434,0,2,2,2,hibernating,0.5694861548548374,train,40.80666666666667,17.5678349742236,23.23883169244307,1.0911698741753788,low-cost reactivation test
C000016,2024-04-22,referral,west,1,16.8,2025-06-03,8,542.89,193.02,67.86125,0.0,0.0,0.0,27,434,0.35554163826926266,1,4,4,4,champions,0.23683967721084911,train,162.44367511520738,123.97056753597762,38.47310757922976,7.379200448570097,loyalty / referral nurture
C000017,2023-03-19,paid_social,west,1,31.04,2024-07-24,2,35.59,14.24,17.795,0.5,0.0,0.0,341,834,0.4001123911211014,1,1,1,1,hibernating,0.7744089351312939,train,9.493333333333332,2.141611175820249,7.351722157513083,0.06899520540658019,low-cost reactivation test
C000018,2023-01-06,organic,east,1,14.34,2024-05-18,4,133.73000000000002,61.58,33.432500000000005,0.25,3.0,92.34,408,906,0.4604800717864353,0,1,3,2,at risk,0.7328842284938236,test,41.05333333333333,10.96599280623356,30.08734052709977,0.7647135848140558,low-cost reactivation test
C000019,2025-01-31,referral,east,1,22.95,2025-06-15,2,86.62,43.900000000000006,43.31,0.0,2.0,163.88,15,150,0.506811359963057,0,5,1,2,new/promising,0.4295244666201694,train,89.08041666666668,50.818198211614224,38.262218455052455,2.214300575669465,business-as-usual measurement
C000020,2023-07-23,organic,west,1,5.7,2025-01-22,5,152.42000000000002,59.89,30.484,0.0,1.0,13.23,159,708,0.3929274373441805,0,2,3,3,at risk,0.5416546283725532,train,39.92666666666667,18.300202871178527,21.626463795488142,3.210561907224303,low-cost reactivation test
C000021,2023-02-02,paid_search,north,1,46.36,2025-05-28,10,792.21,331.45,79.221,0.0,1.0,117.43,33,879,0.41838653892276034,0,4,4,5,champions,0.20804176116713693,test,220.9666666666667,174.99637217410168,45.97029449256503,3.774727613764057,priority retention test
C000022,2023-03-09,paid_search,west,1,45.11,2025-04-03,1,53.11,24.43,53.11,0.0,0.0,0.0,88,844,0.45998870269252495,1,3,1,1,potential loyalist,0.5991804990394747,test,16.286666666666665,6.528013605643755,9.75865306102291,0.14471322557401364,low-cost reactivation test
C000023,2024-11-24,paid_search,west,1,47.09,2025-05-22,5,301.32,139.75,60.263999999999996,0.0,8.0,502.65999999999997,39,218,0.4637926456922873,0,4,3,4,potential loyalist,0.3174584344320119,train,234.14535550458712,159.81393751657401,74.33141798801309,3.3937977811971543,priority retention test
C000024,2024-05-29,organic,west,0,17.18,2024-11-08,2,190.18,82.39,95.09,0.0,2.0,109.94,234,397,0.43322115890209273,0,1,2,3,hibernating,0.4911814452024703,train,75.80087531486146,38.56889183009555,37.231983484765905,2.2449878830090544,business-as-usual measurement
C000025,2023-08-05,organic,south,1,10.67,2025-05-27,7,251.28,111.8,35.89714285714286,0.0,7.0,371.89,34,695,0.4449219993632601,0,4,4,3,champions,0.376512411929288,test,74.53333333333335,46.47060823087041,28.062725102462938,4.3552585033618,business-as-usual measurement
C000026,2024-09-21,affiliate,west,1,38.18,2025-06-18,10,519.76,228.9,51.976,0.1,3.0,177.24,12,282,0.44039556718485456,0,5,4,4,champions,0.19383562112985725,test,296.47420212765957,239.0069410092658,57.467261118393736,6.260003693275689,priority retention test
C000027,2024-05-07,organic,west,0,12.56,2025-05-20,4,112.45,43.7,28.1125,0.0,2.0,66.76,41,419,0.3886171631836372,0,4,3,2,potential loyalist,0.46283815651076676,train,38.09409307875895,20.4626932642366,17.631399814522354,1.6291953235857164,business-as-usual measurement
C000028,2024-04-23,paid_search,east,1,34.4,2025-05-28,11,643.97,277.97,58.54272727272728,0.09090909090909091,5.0,312.94,33,433,0.4316505427271457,0,4,5,5,champions,0.18146523875410234,train,234.47700346420328,191.92757804822514,42.54942541597813,5.579290059541429,priority retention test
C000029,2023-01-24,organic,east,1,11.28,2025-01-25,3,111.84,51.629999999999995,37.28,0.0,1.0,0.0,156,888,0.4616416309012875,0,2,2,2,hibernating,0.6125992483603384,train,34.419999999999995,13.334333871437149,21.085666128562846,1.1821217971132225,low-cost reactivation test
C000030,2023-06-04,paid_search,east,1,42.76,2025-05-18,14,942.93,388.0,67.35214285714285,0.0,5.0,352.07,43,757,0.41148335507407763,0,4,5,5,champions,0.1370115672161986,train,258.6666666666667,223.22634128007667,35.44032538659004,5.220447644529389,loyalty / referral nurture
C000031,2023-10-09,organic,south,1,7.33,2025-06-09,17,1444.21,645.16,84.9535294117647,0.058823529411764705,2.0,186.29000000000002,21,630,0.44672173714349017,0,5,5,5,champions,0.062101488421915825,train,430.1066666666667,403.3964024864778,26.710264180188812,55.03361561889193,loyalty / referral nurture
C000032,2024-03-06,organic,south,0,7.75,2025-02-26,6,371.26,152.25,61.876666666666665,0.0,3.0,122.75,124,481,0.4100899639066961,0,2,3,4,at risk,0.3671323146341836,train,115.6118762993763,73.16702055438537,42.44485574499094,9.440905877985209,business-as-usual measurement
C000033,2024-01-30,affiliate,south,0,8.62,2024-10-13,3,200.91,86.92,66.97,0.0,1.0,8.81,260,517,0.4326315265541785,0,1,2,3,hibernating,0.5530623575910812,test,61.40721470019343,27.44519576500275,33.96201893519068,3.1838974205339623,business-as-usual measurement
C000034,2025-01-26,organic,west,0,11.38,2025-06-27,4,402.39,148.73,100.5975,0.0,2.0,148.08,3,155,0.36961654116653,0,5,3,4,potential loyalist,0.2434475444434474,train,301.7979583333333,228.32598645903747,73.47197187429585,20.063794943676402,loyalty / referral nurture
C000035,2024-03-02,affiliate,south,1,24.82,2025-05-15,4,157.51,57.16,39.3775,0.0,1.0,12.9,46,485,0.362897593803568,0,4,3,3,potential loyalist,0.45027186772779215,train,43.046783505154636,23.664027896614744,19.38275560853989,0.9534257814913273,business-as-usual measurement
C000036,2025-01-07,organic,east,1,5.67,2025-06-26,7,372.83,158.78,53.26142857142857,0.14285714285714285,4.0,190.39000000000001,4,174,0.4258777458895475,0,5,4,4,champions,0.25072987753332254,test,322.1910833333333,241.40815246683815,80.78293086649518,42.57639373312842,priority retention test
C000037,2024-04-01,affiliate,north,1,27.27,2025-03-07,3,180.67000000000002,75.00999999999999,60.223333333333336,0.0,0.0,0.0,115,455,0.4151768417556871,1,2,2,3,hibernating,0.4701460052147796,train,60.21407142857142,31.904666288711166,28.309405139860253,1.169954759395349,business-as-usual measurement
C000038,2023-03-19,paid_search,south,1,40.62,2025-05-28,2,108.41,43.81,54.205,0.0,1.0,79.85,33,834,0.40411401162254407,0,4,2,2,new/promising,0.5290108672080471,train,29.206666666666667,13.75602260507697,15.450644061589697,0.3386514673824956,business-as-usual measurement
C000039,2024-06-04,paid_social,south,0,31.36,2025-05-28,9,329.46,144.59,36.60666666666666,0.2222222222222222,5.0,297.21999999999997,33,391,0.4388696655132642,0,4,4,4,champions,0.2740247503316852,test,135.06776854219947,98.05585698956541,37.01191155263406,3.126781154003999,business-as-usual measurement
C000040,2024-09-08,referral,south,1,7.6,2025-03-30,4,309.53999999999996,125.28,77.38499999999999,0.0,0.0,0.0,92,295,0.4047295987594496,1,2,3,4,at risk,0.3547466980116691,train,155.11362711864408,100.0875800816918,55.02604703695227,13.169418431801553,priority retention test
C000041,2024-08-19,organic,north,0,3.44,2025-04-26,2,32.98,13.31,16.49,0.5,0.0,0.0,65,315,0.4035779260157672,1,3,2,1,potential loyalist,0.554502791962107,test,15.433261904761906,6.875475089489004,8.557786815272902,1.9986846190375014,business-as-usual measurement
C000042,2024-01-20,paid_social,east,1,27.26,2024-06-05,3,183.15,72.62,61.050000000000004,0.0,0.0,0.0,390,527,0.3965055965055965,1,1,2,3,hibernating,0.6500786898321133,train,50.331034155597735,17.611901413831415,32.719132741766316,0.6460712184090761,low-cost reactivation test
C000043,2024-02-29,organic,south,1,16.73,2025-06-04,2,54.26,23.48,27.13,0.0,0.0,0.0,26,487,0.43273129377073355,1,4,2,1,new/promising,0.5304851202577815,test,17.610000000000003,8.268157032260468,9.341842967739534,0.4942114185451565,business-as-usual measurement
C000044,2024-08-03,paid_search,east,1,50.54,2025-04-03,4,120.78,49.1,30.195,0.0,1.0,54.45,88,331,0.4065242589832754,0,3,3,2,potential loyalist,0.4741044781258236,train,54.180589123867065,28.49332919274639,25.68725993112067,0.5637777837899959,business-as-usual measurement
C000045,2023-08-11,organic,north,1,7.82,2024-09-11,1,9.3,4.89,9.3,0.0,0.0,0.0,292,689,0.5258064516129032,1,1,1,1,hibernating,0.7659817028198777,test,3.26,0.7628996488071988,2.497100351192801,0.09755749984746788,low-cost reactivation test
C000046,2024-11-18,affiliate,north,1,27.46,2025-02-28,3,103.58,35.64,34.526666666666664,0.0,0.0,0.0,122,224,0.3440818690866963,1,2,2,2,hibernating,0.5059033914223308,train,58.11388392857143,28.713872960383462,29.40001096818797,1.0456617975376352,business-as-usual measurement
C000047,2023-08-11,organic,west,1,15.84,2025-01-12,3,209.9,88.67,69.96666666666667,0.0,2.0,51.02,169,689,0.4224392567889471,0,2,2,3,hibernating,0.515980330484674,test,59.11333333333334,28.61201606394931,30.501317269384028,1.8063141454513452,business-as-usual measurement
C000048,2023-10-04,paid_search,west,1,42.65,2025-04-01,2,105.0,40.68,52.5,0.0,0.0,0.0,90,635,0.3874285714285714,1,3,2,2,potential loyalist,0.5395045139533637,test,27.119999999999997,12.488637581584774,14.631362418415224,0.29281682489061606,low-cost reactivation test
C000049,2024-06-27,organic,south,1,10.0,2025-06-14,9,667.96,274.37,74.21777777777778,0.0,4.0,135.75,16,368,0.41075812922929517,0,5,4,5,champions,0.18486479501335196,train,272.3196807065218,221.97735875460918,50.34232195191261,22.197735875460918,priority retention test
C000050,2024-07-31,paid_search,south,0,38.16,2025-02-03,3,171.28,79.4,57.093333333333334,0.3333333333333333,1.0,30.79,147,334,0.4635684259691733,0,2,2,3,hibernating,0.4763255621037781,train,86.82889221556886,45.47007132413966,41.3588208914292,1.1915637139449597,business-as-usual measurement
C000051,2025-02-18,referral,south,1,4.14,2025-05-30,1,59.78,21.89,59.78,0.0,0.0,0.0,31,132,0.3661759785881566,1,4,1,2,new/promising,0.4445438500249674,test,44.418458333333334,24.672505853659736,19.745952479673598,5.959542476729405,business-as-usual measurement
C000052,2023-06-28,affiliate,east,1,24.28,2025-06-24,4,244.92,118.75999999999999,61.23,0.0,1.0,16.81,6,733,0.48489302629430014,0,5,3,3,potential loyalist,0.40081486341611566,test,79.17333333333332,47.439484547134725,31.733848786198593,1.9538502696513478,business-as-usual measurement
C000053,2024-06-25,paid_search,west,1,41.94,2025-03-29,2,170.22,79.2,85.11,0.0,0.0,0.0,93,370,0.46528022559041243,1,2,2,3,hibernating,0.4202385216136612,test,78.18324324324324,45.32763268774143,32.855610555501805,1.0807733115818177,business-as-usual measurement
C000054,2024-04-05,referral,south,1,17.95,2025-02-25,4,111.44999999999999,47.55,27.862499999999997,0.0,0.0,0.0,125,451,0.4266487213997308,1,2,3,2,at risk,0.5191383943335971,train,38.509174057649666,18.517583270248405,19.99159078740126,1.031620237896847,business-as-usual measurement
C000055,2023-07-02,paid_search,north,1,41.28,2025-06-22,16,1407.58,574.34,87.97375,0.0625,7.0,542.46,8,729,0.4080336464002047,0,5,5,5,champions,0.07195618547481882,train,382.8933333333334,355.3417896229284,27.55154371040496,8.60808598892753,loyalty / referral nurture
C000056,2024-04-29,organic,south,1,4.5,2025-02-20,7,299.24,128.68,42.74857142857143,0.2857142857142857,3.0,169.42000000000002,130,427,0.430022724234728,0,2,4,4,loyal,0.3772538439274201,train,110.07112412177987,68.54636944142624,41.52475468035363,15.232526542539164,priority retention test
C000057,2023-06-06,organic,south,1,2.93,2025-01-03,3,218.48,87.55,72.82666666666667,0.0,0.0,0.0,178,755,0.4007231783229586,1,2,2,3,hibernating,0.5259326411206211,train,58.36666666666667,27.669731513259748,30.69693515340692,9.443594373126194,business-as-usual measurement
C000058,2023-10-07,affiliate,east,1,27.54,2025-02-21,3,155.79000000000002,60.870000000000005,51.93000000000001,0.0,1.0,55.42,129,632,0.39071827460042363,0,2,2,3,hibernating,0.5281036133173209,train,40.580000000000005,19.14955537158312,21.430444628416886,0.6953360701373682,business-as-usual measurement
C000059,2024-04-09,organic,north,1,6.74,2024-12-08,4,115.33000000000001,50.300000000000004,28.832500000000003,0.0,1.0,47.46,204,447,0.4361397728258042,0,1,3,2,at risk,0.5646376336987701,test,41.1008389261745,17.893758491865032,23.207080434309464,2.6548603103657316,low-cost reactivation test
C000060,2025-01-02,paid_social,south,0,32.69,2025-01-23,1,9.1,3.48,9.1,0.0,0.0,0.0,158,179,0.38241758241758245,1,2,1,1,hibernating,0.6403370395223213,train,7.0615000000000006,2.539759995413128,4.5217400045868725,0.07769226048984791,business-as-usual measurement
C000061,2023-06-25,referral,west,1,17.83,2025-01-17,4,243.25,108.53999999999999,60.8125,0.0,2.0,76.07,164,736,0.44620760534429593,0,2,3,3,at risk,0.5035701229829561,train,72.35999999999999,35.921665900953286,36.4383340990467,2.0146755973613737,business-as-usual measurement
C000062,2024-12-03,organic,north,1,11.98,2025-01-31,1,79.91,37.11,79.91,0.0,0.0,0.0,150,209,0.46439744712801906,1,2,1,2,hibernating,0.4805930116888684,train,64.85372009569377,33.68547543567742,31.16824466001636,2.811809301809467,business-as-usual measurement
C000063,2023-10-16,affiliate,north,0,26.41,2025-06-25,10,319.09000000000003,141.17000000000002,31.909000000000002,0.3,3.0,251.57999999999998,5,623,0.4424143658528942,0,5,4,4,champions,0.2723150278503719,train,94.11333333333334,68.48485834557535,25.628474987758008,2.5931411717370447,business-as-usual measurement
C000064,2024-10-07,organic,west,1,2.69,2025-05-03,5,240.49,106.24000000000001,48.098,0.0,0.0,0.0,58,266,0.44176473034221797,1,3,3,3,potential loyalist,0.3631987385028368,train,145.8803007518797,92.89675954638255,52.98354120549714,34.53411135553255,priority retention test
C000065,2023-02-28,organic,east,1,5.24,2024-04-07,1,81.5,44.29,81.5,0.0,2.0,97.09,449,853,0.5434355828220859,0,1,1,2,hibernating,0.7391172126874656,train,29.526666666666667,7.702999100048101,21.823667566618568,1.4700379961923855,low-cost reactivation test
C000066,2023-11-13,paid_social,south,1,37.2,2024-11-03,7,268.01,134.45,38.287142857142854,0.0,0.0,0.0,239,595,0.5016603858064997,1,1,4,3,loyal,0.47877429674070365,test,89.63333333333333,46.71919720214159,42.91413613119173,1.255892397907032,priority retention test
C000067,2024-02-07,paid_search,south,0,36.38,2024-05-08,1,25.22,10.49,25.22,0.0,2.0,111.19,418,509,0.4159397303727201,0,1,1,1,hibernating,0.7839463429827921,train,7.527450884086444,1.626333291524291,5.901117592562153,0.044704048695005244,business-as-usual measurement
C000068,2023-02-09,referral,east,0,9.69,2024-07-04,4,276.78,106.03999999999999,69.195,0.0,0.0,0.0,361,872,0.38312016764217066,1,1,3,3,at risk,0.6294104605104944,train,70.69333333333333,26.198209844978113,44.49512348835522,2.7036336269327257,business-as-usual measurement
C000069,2023-06-09,referral,east,0,15.95,2025-04-19,6,186.73000000000002,75.67,31.12166666666667,0.16666666666666666,0.0,0.0,72,752,0.4052375087024045,1,3,3,3,potential loyalist,0.457429136701454,train,50.446666666666665,27.370891483867315,23.07577518279935,1.7160433532205213,business-as-usual measurement
C000070,2023-06-08,affiliate,east,1,31.84,2025-01-05,2,84.75999999999999,35.83,42.379999999999995,0.0,0.0,0.0,176,753,0.4227229825389335,1,2,2,2,hibernating,0.629773881929427,train,23.886666666666667,8.843467873645755,15.043198793020911,0.2777471065843516,low-cost reactivation test
C000071,2024-07-26,affiliate,east,1,23.79,2025-03-20,2,32.97,13.989999999999998,16.485,0.0,3.0,140.96,102,339,0.424325144070367,0,2,2,1,hibernating,0.5806070843268987,train,15.073296460176993,6.321633751238666,8.751662708938326,0.2657265132929242,low-cost reactivation test
C000072,2023-12-30,paid_social,south,0,46.82,2025-06-23,15,1270.1,557.0,84.67333333333333,0.13333333333333333,3.0,91.53,7,548,0.43854814581529017,0,5,5,5,champions,0.07787288298995375,train,371.33333333333337,342.4165361163972,28.91679721693616,7.313467238709893,loyalty / referral nurture
C000073,2024-07-16,affiliate,south,0,28.74,2025-06-08,12,745.17,336.68,62.0975,0.08333333333333333,6.0,454.08,22,349,0.45181636405115616,0,4,5,5,champions,0.1433483926755962,train,352.35636103151865,301.84664302862836,50.50971800289028,10.502666772046917,loyalty / referral nurture
C000074,2023-01-20,paid_search,south,1,49.09,2025-02-06,4,92.75999999999999,41.52,23.189999999999998,0.25,1.0,45.94,144,892,0.44760672703751625,0,2,3,2,at risk,0.6092651417659186,train,27.68,10.815540875919373,16.86445912408063,0.22032065341045778,low-cost reactivation test
C000075,2023-04-13,referral,north,1,8.23,2025-05-19,18,1006.32,410.03000000000003,55.906666666666666,0.0,8.0,363.55,42,809,0.40745488512600364,0,4,5,5,champions,0.09639507567739634,test,273.3533333333333,247.00341807999808,26.34991525333521,30.012565987849097,loyalty / referral nurture
C000076,2023-04-20,affiliate,west,1,25.53,2025-04-29,15,758.96,309.29,50.59733333333334,0.0,4.0,155.72,62,802,0.4075181827764309,0,3,5,5,loyal,0.15809281874161982,train,206.19333333333336,173.5956480609363,32.597685272397065,6.79967285785101,loyalty / referral nurture
C000077,2023-08-14,referral,east,0,10.56,2025-06-08,2,122.95,55.83,61.475,0.0,1.0,42.68,22,686,0.4540870272468483,0,4,2,2,new/promising,0.4775635253535473,train,37.22,19.44508558634097,17.77491441365903,1.8413906805247129,business-as-usual measurement
C000078,2024-08-28,organic,north,1,13.41,2025-04-19,3,158.7,67.11,52.9,0.0,0.0,0.0,72,306,0.42287334593572784,1,3,2,3,potential loyalist,0.4367058312440012,train,80.10433823529414,45.122306619999385,34.98203161529475,3.3648252513049504,business-as-usual measurement
C000079,2024-08-18,organic,east,1,8.75,2025-02-21,4,152.69,62.61,38.1725,0.0,4.0,250.92000000000002,129,316,0.4100464994433165,0,2,3,3,at risk,0.4756141181454935,train,72.36804588607595,37.94878156005733,34.41926432601862,4.337003606863695,business-as-usual measurement
C000080,2023-10-22,paid_search,north,1,39.82,2025-05-13,3,78.72999999999999,36.34,26.24333333333333,0.0,2.0,99.73,48,617,0.46157754350311203,0,3,2,2,potential loyalist,0.5320558688352722,train,24.22666666666667,11.336726484350807,12.889940182315863,0.2846993089992669,business-as-usual measurement
C000081,2023-09-10,referral,south,0,20.09,2024-01-08,1,55.34,23.01,55.34,0.0,1.0,84.87,539,659,0.4157932779183231,0,1,1,1,hibernating,0.8052205051236125,test,15.34,2.9879174514037836,12.352082548596217,0.1487266028573312,business-as-usual measurement
C000082,2023-11-14,paid_social,west,0,37.67,2025-06-23,18,1040.25,440.03999999999996,57.791666666666664,0.1111111111111111,3.0,101.23,7,594,0.42301369863013694,0,5,5,5,champions,0.07664510448289677,train,293.35999999999996,270.8753921488974,22.48460785110259,7.190745743267783,loyalty / referral nurture
C000083,2024-05-24,paid_social,west,1,37.48,2024-05-31,1,8.0,2.57,8.0,0.0,0.0,0.0,395,402,0.32125,1,1,1,1,hibernating,0.7930421615325592,test,2.3350559701492535,0.48325813628258235,1.8517978338666712,0.012893760306365592,low-cost reactivation test
C000084,2023-06-05,paid_search,south,0,44.41,2025-04-06,4,195.7,88.46000000000001,48.925,0.0,1.0,38.39,85,756,0.45201839550332146,0,3,3,3,potential loyalist,0.48728670663684853,train,58.97333333333333,30.236411953936255,28.736921379397078,0.6808469253306971,business-as-usual measurement
C000085,2023-10-03,paid_search,west,1,40.56,2025-05-30,16,854.8199999999999,368.89,53.426249999999996,0.125,3.0,155.82,31,636,0.43154114316464287,0,4,5,5,champions,0.11461737892056725,train,245.92666666666662,217.73919672666128,28.187469940005364,5.368323390696776,loyalty / referral nurture
C000086,2024-11-09,paid_search,east,1,44.23,2025-06-21,5,174.12,76.05,34.824,0.4,6.0,439.21000000000004,9,233,0.4367677463818056,0,5,3,3,potential loyalist,0.3639304430319966,train,119.21571888412015,75.82948949424434,43.386229389875815,1.7144356657075366,priority retention test
C000087,2023-08-07,paid_social,east,1,38.63,2024-09-22,1,0.0,0.0,0.0,1.0,0.0,0.0,281,693,0.0,1,1,1,1,hibernating,0.8014876285413545,train,0.0,0.0,0.0,0.0,low-cost reactivation test
C000088,2024-10-06,referral,south,1,12.39,2025-06-12,5,284.78999999999996,123.75999999999999,56.95799999999999,0.2,4.0,166.79,18,267,0.43456582042908815,0,5,3,4,potential loyalist,0.32049223116295744,train,169.3008988764045,115.04127605761138,54.25962281879311,9.285010174141354,priority retention test
C000089,2023-07-05,referral,south,1,11.85,2024-12-24,1,51.03,17.0,51.03,0.0,0.0,0.0,188,726,0.3331373701744072,1,1,1,1,hibernating,0.6526738404226354,train,11.333333333333332,3.936363141876798,7.396970191456534,0.3321825436182952,low-cost reactivation test
C000090,2023-01-06,referral,south,1,14.57,2025-02-04,7,172.45999999999998,80.44999999999999,24.637142857142855,0.42857142857142855,4.0,273.95,146,906,0.46648498202481736,0,2,4,3,loyal,0.5080190727359605,train,53.63333333333333,26.386577065594654,27.24675626773868,1.8110210751952405,business-as-usual measurement
C000091,2024-11-17,affiliate,north,1,25.21,2025-01-17,2,74.28999999999999,33.7,37.144999999999996,0.0,0.0,0.0,164,225,0.45362767532642356,1,2,2,2,hibernating,0.5529806879266475,train,54.70633333333333,24.454787492722183,30.25154584061115,0.9700431373551044,low-cost reactivation test
C000092,2023-01-24,organic,north,1,3.51,2025-05-26,9,495.14,230.93,55.01555555555555,0.0,4.0,158.25,35,888,0.46639334329684534,0,4,4,4,champions,0.2895488227458062,train,153.95333333333332,109.37632690887398,44.57700642445934,31.161346697684895,priority retention test
C000093,2024-02-23,paid_search,east,1,37.65,2025-06-20,15,1232.71,526.73,82.18066666666667,0.0,4.0,190.67,10,493,0.42729433524511035,0,5,5,5,champions,0.07870545268555834,train,390.23961967545637,359.5256337530594,30.713985922396912,9.549153618939162,loyalty / referral nurture
C000094,2023-01-01,paid_search,north,0,42.19,2024-09-09,2,112.6,43.62,56.3,0.0,0.0,0.0,294,911,0.38738898756660745,1,1,2,2,hibernating,0.6923331586919662,test,29.08,8.946951745237621,20.133048254762375,0.2120633265048026,business-as-usual measurement
C000095,2023-11-12,organic,east,1,5.15,2025-03-20,15,1144.03,530.99,76.26866666666666,0.06666666666666667,7.0,351.12,102,596,0.4641399264005315,0,2,5,5,loyal,0.10980174235111378,test,353.99333333333334,315.12424855265476,38.869084780678605,61.189174476243636,loyalty / referral nurture
C000096,2024-09-12,referral,west,1,7.59,2025-05-20,5,180.96,79.52,36.192,0.0,9.0,507.45,41,291,0.43943412908930146,0,4,3,3,potential loyalist,0.3863298045980669,train,99.80989690721648,61.25035893809834,38.559537969118146,8.069876012924682,business-as-usual measurement
C000097,2024-04-15,referral,east,1,18.58,2025-04-14,2,149.91,62.510000000000005,74.955,0.0,0.0,0.0,77,441,0.4169835234474018,1,3,2,3,potential loyalist,0.44647624242110334,test,51.772738095238104,28.65744053062429,23.11529756461382,1.5423810834566356,business-as-usual measurement
C000098,2024-07-08,paid_search,east,1,35.01,2025-04-27,5,308.48,138.92000000000002,61.696000000000005,0.2,1.0,62.01,64,357,0.4503371369294606,0,3,3,4,potential loyalist,0.3476430018336027,train,142.13033613445378,92.7197194290533,49.410616705400486,2.6483781613554216,priority retention test
